Category	Marathi	Ambiguous
इमोशन	तिच्या डोळ्यांत अपार कृतज्ञतेचा भाव भरून आला.	भाव 
इमोशन	मुलांनी आईबाबांबद्दल प्रेमाचा भाव दाखवला.	भाव 
इमोशन	गोड स्मितामध्ये तिच्या चेहऱ्यावर मैत्रीचा भाव होता.	भाव 
इमोशन	त्या आठवणींनी तिच्या मनात दुःखाचा भाव आला.	भाव 
इमोशन	त्याच्या चेहऱ्यावर हार मानण्याचा भाव दिसला नाही.	भाव 
इमोशन	मुलांच्या नजरेत अभ्यासासाठी गंभीर भाव होता.	भाव 
इमोशन	त्या घटनेमुळे त्याच्या डोळ्यांत रागाचा भाव होता.	भाव 
इमोशन	तिच्या मनात गोंधळाचा भाव निर्माण झाला.	भाव 
इमोशन	तिने आपल्या वडिलांसाठी कृतज्ञतेचा भाव व्यक्त केला.	भाव 
इमोशन	त्या प्रसंगी त्याच्या आवाजात चिडचिडीचा भाव होता.	भाव 
इमोशन	मुलांच्या चेहऱ्यावर स्वाभाविक आनंदाचा भाव उमटला.	भाव 
इमोशन	तिने दिलेल्या शब्दांत सांत्वनाचा भाव होता.	भाव 
इमोशन	चित्रकाराने रंगवलेल्या चित्रात करुणेचा भाव दिसतो.	भाव 
इमोशन	तिच्या गाण्यात भावनिकतेचा भाव होता.	भाव 
इमोशन	त्याच्या बोलण्यात विनम्रतेचा भाव होता.	भाव 
इमोशन	वडिलांनी मुलाकडे पाहून आशेचा भाव व्यक्त केला.	भाव 
इमोशन	त्याच्या नजरेत आभार मानण्याचा भाव स्पष्ट होता.	भाव 
इमोशन	तिच्या वागण्यात काळजी आणि प्रेमाचा भाव होता.	भाव 
इमोशन	त्या गोड हसण्यात सच्चेपणाचा भाव होता.	भाव 
इमोशन	तिच्या डोळ्यांत त्या आठवणींचा भाव भरून आला.	भाव 
इमोशन	त्याच्या संवादात सकारात्मक भाव व्यक्त झाले.	भाव 
इमोशन	तिच्या वागणुकीत नम्रतेचा भाव दिसत होता.	भाव 
इमोशन	मुलांच्या खेळण्यात आनंदाचा भाव दिसत होता.	भाव 
इमोशन	त्या घटनेमुळे त्याच्या मनात अपराधी भाव आला.	भाव 
इमोशन	तिच्या संवादात प्रामाणिकतेचा भाव स्पष्ट जाणवला.	भाव 
इमोशन	त्या गोड आठवणीत तिच्या डोळ्यांत भावनिक भाव होते.	भाव 
इमोशन	त्याच्या कर्तव्यात समर्पणाचा भाव होता.	भाव 
शिक्षा	दंडाच्या रूपाने दिलेल्या शिक्षेने त्याला चांगली शिकवण दिली.	दंड 
शिक्षा	शिक्षकाने विद्यार्थ्याला योग्य दंड दिला, ज्यामुळे त्याची वर्तणूक सुधारली.	दंड 
शिक्षा	न्यायालयात दंड घातला गेला, कारण आरोपीने कायद्याचे उल्लंघन केले होते.	दंड 
शिक्षा	दंड हा व्यक्तीला त्याच्या चुकीच्या कृत्यांचा परिणाम समजावतो.	दंड 
शिक्षा	काहीवेळा दंडाची शिक्षा केल्याने व्यक्ती सुधारू शकतो.	दंड 
शिक्षा	दंड एका दृष्टीने समाजातील नियम आणि शिस्त कायम ठेवण्यासाठी आवश्यक आहे.	दंड 
शिक्षा	शाळेतील विद्यार्थी चुकल्यास त्याला दंड दिला जातो.	दंड 
शिक्षा	दंडाच्या शिक्षेने त्याला योग्य वागण्याची शिकवण दिली.	दंड 
शिक्षा	दंडाच्या शिक्षेत शिक्षेची कारणे स्पष्ट केली जातात.	दंड 
शिक्षा	अपराध्याला दंड दिला जाऊन त्याच्या वागण्याचे पुनर्निर्माण केले जाऊ शकते.	दंड 
शिक्षा	दंडाच्या बाबतीत कधी कधी गंभीर विचार केला जातो.	दंड 
शिक्षा	दंडाच्या स्वरूपाचे वर्तन आणि कायद्याचे उल्लंघनाचे गंभीर परिणाम असू शकतात.	दंड 
शिक्षा	काही वेळा दंड हा शिक्षेच्या आधारे गुन्ह्याचे पुनर्विलोकन करण्यासाठी देखील दिला जातो.	दंड 
शिक्षा	दंडाच्या मदतीने समाजात अनुशासन राखले जाते.	दंड 
शिक्षा	दंडाच्या शिक्षेच्या बदल्यात त्याला दुसरे पर्याय दिले जातात.	दंड 
शिक्षा	दंडाच्या स्वरूपात, वर्तनाची दुरुस्ती साधली जाते.	दंड 
शिक्षा	समाजामध्ये शिस्त राखण्यासाठी दंडाचा वापर केला जातो.	दंड 
शिक्षा	दंड देणे केवळ शिक्षा म्हणूनच नसून, एक प्रकारचे सुधारणा देखील असते.	दंड 
शिक्षा	दंडाच्या शिक्षेने त्याच्यात सुधारणा केली.	दंड 
शिक्षा	दंड कधी कधी व्यक्तीच्या वर्तनात मोठे बदल आणतो.	दंड 
शिक्षा	शाळेतील प्रत्येक विद्यार्थ्याला योग्य वर्तणूक शिकवण्यासाठी दंड दिला जातो.	दंड 
शिक्षा	दंडाची शिक्षा केवळ शिस्त राखण्यासाठी महत्त्वाची आहे.	दंड 
शिक्षा	त्याने दंडाची शिक्षा दिल्यानंतर त्याच्या वर्तमनुसार विचार बदलले.	दंड 
शिक्षा	न्यायालयाने दिलेल्या दंडाच्या शिक्षेने त्या व्यक्तीला घाईगडबड केली.	दंड 
शिक्षा	दंड दिला जातो त्या व्यक्तीला शिक्षेची जाणीव होणे गरजेचे आहे.	दंड 
शिक्षा	काही वेळा, दंड योग्यतेनुसार दिला जातो, जेणेकरून सुधारणा होईल.	दंड 
शिक्षा	दंडाच्या शिक्षेने त्याला स्वतःची चूक समजून त्याला सुधारण्याची प्रेरणा दिली.	दंड 
शिक्षा	दंडाच्या परिणामांमुळे त्याला वर्तमनुसार मार्गदर्शन मिळाले.	दंड 
शिक्षा	त्याला दंड देऊन त्याच्या वर्तनातील त्रुटी सुधारण्याची प्रक्रिया सुरू केली.	दंड 
शिक्षा	दंडाच्या शिक्षेचा उद्देश शिस्त आणि सुधारणा राखणे असतो.	दंड 
शिक्षा	दंडाच्या शिकवणीने समाजामध्ये पद्धतशीर वर्तन निर्माण केले.	दंड 
शिक्षा	दंड हे एक कठोर, पण उपयुक्त शिस्त साधण्याचे साधन असू शकते.	दंड 
शिक्षा	त्याच्या चुकीच्या वागण्याला योग्य दंड दिला गेला.	दंड 
शिक्षा	दंडाच्या माध्यमातून व्यक्तीला आपली चूक समजून ती सुधारण्याची संधी दिली जाते.	दंड 
शिक्षा	दंड शिक्षा केल्याने एक प्रकारे समाजात समानता राखली जाते.	दंड 
शिक्षा	दंडाच्या शिक्षेने त्याच्या भावनिक वर्तनात सुधारणा केली.	दंड 
शिक्षा	दंड हा एक प्रकारचा संकेत आहे ज्यामुळे सामाजिक धाक निर्माण होतो.	दंड 
शिक्षा	न्यायालयात दंडाची शिक्षा सुनावली गेली कारण आरोपीने कायद्याचे उल्लंघन केले होते.	दंड 
शिक्षा	दंडाच्या शिक्षेने त्याच्या वर्तनावर प्रभाव पाडला.	दंड 
शिक्षा	काही वेळा दंड हे एका व्यक्तीला त्याच्या चुकीचा परिणाम भोगण्यास मदत करतात.	दंड 
शिक्षा	दंड देणे हा एक महत्त्वाचा शिस्त उपाय आहे.	दंड 
शिक्षा	दंडाच्या शिक्षेने त्याच्या निर्णय प्रक्रियेत सुधारणा केली.	दंड 
शिक्षा	दंडाचा उद्देश फक्त शिक्षा देणे नाही, तर वर्तमनुसार मार्गदर्शन करणे आहे.	दंड 
शिक्षा	दंड दिला जातो तेव्हा त्याला शिक्षेची कारणे स्पष्ट केली जातात.	दंड 
शिक्षा	त्याच्या वर्तनामध्ये सुधारणा केली गेली कारण त्याला दंड दिला गेला.	दंड 
शिक्षा	दंडाच्या शिक्षेमुळे त्याने योग्य वर्तन शिकले.	दंड 
शिक्षा	दंडाचा वापर त्याच्या चुकांची गंभीरता सांगण्यासाठी महत्त्वाचा आहे.	दंड 
शिक्षा	दंडाच्या शिक्षेमुळे त्याला त्याच्या कृतींचा विचार करायला भाग पडले.	दंड 
शिक्षा	दंडाच्या रूपाने दिलेल्या शिक्षेने त्याला चांगली शिकवण दिली.	दंड 
शिक्षा	दंडाच्या शिक्षेचा वापर शिक्षणाच्या प्रक्रियेत प्रगती साधण्यासाठी केला जातो.	दंड 
शिक्षा	दंडाचा प्रकार विद्यार्थ्यांच्या वर्तनावर आधारित असतो.	दंड 
शिक्षा	दंडाच्या शिक्षेने त्याला योग्य मार्गदर्शन केले.	दंड 
शिक्षा	शाळेतील विद्यार्थ्यांना योग्य वागणूक देण्यासाठी शिक्षक दंडाचा वापर करतात.	दंड 
शिक्षा	दंड देणे हा एक प्रभावी शिक्षेचे प्रकार असू शकतात.	दंड 
शिक्षा	दंडाच्या शिक्षेने त्याच्यात सुधारणा केली.	दंड 
शिक्षा	न्यायालयात दंड घातला गेला, कारण आरोपीने कायद्याचे उल्लंघन केले होते.	दंड 
शिक्षा	दंड हा व्यक्तीला त्याच्या चुकीच्या कृत्यांचा परिणाम समजावतो.	दंड 
शिक्षा	दंड देणे हे एक प्रभावी शिक्षेचे प्रकार असू शकतात.	दंड 
शिक्षा	दंडाच्या बाबतीत कधी कधी गंभीर विचार केला जातो.	दंड 
शिक्षा	दंडाच्या स्वरूपाचे वर्तन आणि कायद्याचे उल्लंघनाचे गंभीर परिणाम असू शकतात.	दंड 
शिक्षा	काही वेळा दंड हा शिक्षेच्या आधारे गुन्ह्याचे पुनर्विलोकन करण्यासाठी देखील दिला जातो.	दंड 
शिक्षा	दंडाच्या मदतीने समाजात अनुशासन राखले जाते.	दंड 
शिक्षा	दंडाच्या शिक्षेच्या बदल्यात त्याला दुसरे पर्याय दिले जातात.	दंड 
शिक्षा	दंडाच्या स्वरूपात, वर्तनाची दुरुस्ती साधली जाते.	दंड 
शिक्षा	समाजामध्ये शिस्त राखण्यासाठी दंडाचा वापर केला जातो.	दंड 
शिक्षा	दंड देणे केवळ शिक्षा म्हणूनच नसून, एक प्रकारचे सुधारणा देखील असते.	दंड 
शिक्षा	दंडाच्या शिक्षेने त्याच्यात सुधारणा केली.	दंड 
शिक्षा	दंड कधी कधी व्यक्तीच्या वर्तनात मोठे बदल आणतो.	दंड 
शिक्षा	शाळेतील प्रत्येक विद्यार्थ्याला योग्य वर्तणूक शिकवण्यासाठी दंड दिला जातो.	दंड 
शिक्षा	दंडाची शिक्षा केवळ शिस्त राखण्यासाठी महत्त्वाची आहे.	दंड 
शिक्षा	त्याने दंडाची शिक्षा दिल्यानंतर त्याच्या वर्तमनुसार विचार बदलले.	दंड 
शिक्षा	न्यायालयाने दिलेल्या दंडाच्या शिक्षेने त्या व्यक्तीला घाईगडबड केली.	दंड 
शिक्षा	दंड दिला जातो त्या व्यक्तीला शिक्षेची जाणीव होणे गरजेचे आहे.	दंड 
शिक्षा	काही वेळा, दंड योग्यतेनुसार दिला जातो, जेणेकरून सुधारणा होईल.	दंड 
शिक्षा	दंडाच्या शिक्षेने त्याला स्वतःची चूक समजून त्याला सुधारण्याची प्रेरणा दिली.	दंड 
शिक्षा	दंडाच्या परिणामांमुळे त्याला वर्तमनुसार मार्गदर्शन मिळाले.	दंड 
शिक्षा	त्याला दंड देऊन त्याच्या वर्तनातील त्रुटी सुधारण्याची प्रक्रिया सुरू केली.	दंड 
शिक्षा	दंडाच्या शिक्षेचा उद्देश शिस्त आणि सुधारणा राखणे असतो.	दंड 
शिक्षा	दंडाच्या शिकवणीने समाजामध्ये पद्धतशीर वर्तन निर्माण केले.	दंड 
शिक्षा	दंड हे एक कठोर, पण उपयुक्त शिस्त साधण्याचे साधन असू शकते.	दंड 
शिक्षा	विद्यार्थ्यांना त्यांच्या वर्तनावर दंड दिला गेला.	दंड 
शिक्षा	शाळेतील नियम पाळण्यात अपयश झाल्यामुळे त्याला दंड दिला गेला.	दंड 
शिक्षा	न्यायालयाने त्याला त्याच्या अपराधासाठी कडक दंड दिला.	दंड 
शिक्षा	प्रशासनाने त्वरित दंडाच्या आकारावर विचार करून त्याला लागू केला.	दंड 
शिक्षा	दंडामुळे त्याचे वर्तन सुधारले.	दंड 
शिक्षा	लहान वर्तनावर दंड लागू करण्याचे प्रशासनाचे धोरण योग्य आहे.	दंड 
शिक्षा	त्या शिक्षेला दंड म्हणता येईल, कारण त्याचा प्रभाव फार महत्त्वाचा होता.	दंड 
शिक्षा	कडक दंडांच्या निर्णयामुळे अन्यायावर काबू मिळवला गेला.	दंड 
शिक्षा	त्याने एका दोषावर दंड भोगला आणि त्याने एक मोठा पाठ शिकला.	दंड 
शिक्षा	दंडाचा उद्देश केवळ शिक्षा देणे नव्हे, तर सुधारणा करणे आहे.	दंड 
शिक्षा	प्रत्येक नियमाच्या उल्लंघनावर दंड लागू केला जातो.	दंड 
शिक्षा	त्या शिक्षेने त्याला शिस्त शिकवली आणि त्यावर योग्य दंड दिला.	दंड 
शिक्षा	त्याच्या वर्तनावर दंड दिला गेला, परंतु तो सुधारला.	दंड 
शिक्षा	काही वेळा, दंड हे त्या व्यक्तीच्या सुधारण्याचे एक पाऊल असते.	दंड 
शिक्षा	न्यायालयाने त्याच्यावर कडक दंड लावला, कारण त्याच्या कृतींनी समाजाचे नुकसान झाले.	दंड 
शिक्षा	विद्यार्थ्यांना दंड दिला जातो जेव्हा ते शाळेच्या नियमांचे उल्लंघन करतात.	दंड 
शिक्षा	पथदर्शक दंड त्याच्या अपवादात्मक वर्तनावर लावण्यात आले.	दंड 
शिक्षा	सुधारणा घडवण्यासाठी न्यायालयाने विविध दंड विधी लागू केले.	दंड 
शिक्षा	त्याच्या वर्तनावर दंड लागू करण्यात आला, आणि त्याने सुधारण्याचा वचन दिला.	दंड 
शिक्षा	कडक दंड त्याच्या मानसिकतेला वळविण्यासाठी एक प्रभावी साधन ठरला.	दंड 
शिक्षा	त्याला त्याच्या अपराधासाठी कडक दंड दिला गेला.	दंड 
शिक्षा	त्याच्या दंडाने त्याच्या वर्तनात सुधारणा केली.	दंड 
शिक्षा	प्रशासनाने दिलेला दंड त्याच्या वर्तनात सुधारणेसाठी होता.	दंड 
शिक्षा	दंड लागू करणे हे एक कडक पाऊल असू शकते, परंतु आवश्यक आहे.	दंड 
शिक्षा	विद्यार्थ्यांना दंड दिल्यामुळे ते शाळेच्या नियमांचे पालन करतात.	दंड 
शिक्षा	त्याला एका शिस्तीच्या कारणासाठी दंड दिला गेला.	दंड 
शिक्षा	न्यायालयाने त्याच्या गंभीर वर्तनावर दंड लावला.	दंड 
शिक्षा	त्याला न्यायालयाने दिलेला दंड एक प्रकारची शिक्षा होती.	दंड 
शिक्षा	दंड देणे हे त्या व्यक्तीच्या वर्तनास योग्य मार्गावर आणण्यासाठी आवश्यक असते.	दंड 
शिक्षा	न्यायालयातील दंडांची पद्धत त्यांच्या कार्यक्षमतेला प्रोत्साहित करते.	दंड 
शिक्षा	त्याच्या दंडामुळे तो लोकांच्या अधिकारांचा आदर करायला शिकला.	दंड 
शिक्षा	शासनाच्या दंडाने कायदाची पाळी वाढवली.	दंड 
शिक्षा	दंड देणे हे न्याय सुनिश्चित करण्याचे एक प्रभावी उपाय आहे.	दंड 
शिक्षा	काही व्यक्ती त्यांच्या चुकीच्या वर्तनावर दंड भोगताना खूप शिकलो.	दंड 
शिक्षा	शाळेत नियमांचे उल्लंघन केल्यामुळे त्याला दंड मिळाला.	दंड 
शिक्षा	त्याच्या दंडामुळे त्याच्या सर्व वर्तनाचे पुनर्मूल्यांकन करण्यात आले.	दंड 
शिक्षा	न्यायालयाच्या आदेशानुसार त्याला कठोर दंड दिला गेला.	दंड 
शिक्षा	दंडाने त्याच्या वागण्याच्या पद्धतीमध्ये सकारात्मक बदल घडवले.	दंड 
शिक्षा	नियमांचे पालन न केल्यामुळे त्याला दंडाच्या रूपात शिक्षा मिळाली.	दंड 
शिक्षा	शासनाने त्याच्या वर्तनावर दंड लावला, आणि तो सुधारला.	दंड 
शिक्षा	न्यायालयाने त्याच्या वर्तनावर दंड लावला, ज्यामुळे तो सुधारला.	दंड 
शिक्षा	शाळेतील नियमांचे पालन न केल्यामुळे विद्यार्थ्याला दंड मिळाला.	दंड 
शिक्षा	त्याला दंडाच्या रूपात शिक्षा मिळाल्यामुळे तो त्याच्या वर्तनात सुधारणा करतो.	दंड 
शिक्षा	न्यायालयाच्या दंडामुळे त्याला शिकवणी मिळाली.	दंड 
शिक्षा	दंडाचे उद्दिष्ट कधीही फक्त शिक्षा देणे नसून त्या व्यक्तीला सुधारणा करण्यासाठी असते.	दंड 
शिक्षा	विद्यार्थ्यांमध्ये दंड ही एक प्रभावी शिकवणी असू शकते.	दंड 
शिक्षा	शाळेत नियमांचे पालन करणे महत्वाचे आहे, कारण त्याचे उल्लंघन दंडास कारण होऊ शकते.	दंड 
शिक्षा	दंडाचे कारण केवळ शिस्तीचे पालन करणे असू शकते.	दंड 
शिक्षा	न्यायालयाच्या दंडामुळे त्याच्या वर्तनातील चुकांमध्ये सुधारणा झाली.	दंड 
शिक्षा	शासनाच्या दंडाने त्याला आपले वर्तन समजून दिले.	दंड 
शिक्षा	शाळेतील नियमांचे उल्लंघन केल्यावर दंड देणे एक आवश्यक पाऊल आहे.	दंड 
शिक्षा	दंडाच्या सहाय्याने शिस्त पालन सुनिश्चित केले जाते.	दंड 
शिक्षा	दंडाच्या कडक निर्णयामुळे त्याच्या वर्तनात मोठ्या प्रमाणावर बदल झाला.	दंड 
शिक्षा	न्यायालयाच्या दंडामुळे त्या व्यक्तीला भविष्यात योग्य मार्गदर्शन मिळालं.	दंड 
शिक्षा	शाळेत शिक्षकांनी दंड दिला, जेणेकरून विद्यार्थ्याचे वर्तन सुधारले.	दंड 
शिक्षा	त्या व्यक्तीने केलेल्या अपराधावर न्यायालयाने दंड ठोठवला.	दंड 
शिक्षा	दंडाच्या रूपात केलेली शिक्षा त्याच्या वर्तनात बदल घडवू शकते.	दंड 
शिक्षा	दंडाचा वापर समाजातील नियमांची पालन करण्यासाठी केला जातो.	दंड 
शिक्षा	दंड नेहमीच शिक्षेच्या रूपात असतो, पण त्याचा उद्देश सुधारणा करणे असतो.	दंड 
शिक्षा	काही वेळा, दंड हे व्यक्तीला शिस्त शिकवण्याचे एक पाऊल असते.	दंड 
शिक्षा	सरकारने नियमांचे उल्लंघन करणाऱ्यांना दंडाची शिक्षा दिली.	दंड 
शिक्षा	विद्यार्थ्यांच्या वर्तनावर दंड लावण्यामुळे त्यांचा शालेय जीवनातील वर्तन सुधरला.	दंड 
शिक्षा	त्याला त्याच्या वर्तनावर दंड दिला गेला, आणि तो सुधारणेसाठी तयार झाला.	दंड 
शिक्षा	कायद्याचे पालन न केल्यामुळे दंड दिला गेला.	दंड 
शिक्षा	त्याला शाळेतील नियम न पाळल्यामुळे दंडाची शिक्षा दिली.	दंड 
शिक्षा	दंडांच्या प्रकारामुळे लोक अधिक शिस्तीचे जीवन जगतात.	दंड 
शिक्षा	दंडाची शिक्षा फक्त दुरुस्ती करण्यासाठी असते, पवित्रतेसाठी नाही.	दंड 
शिक्षा	न्यायालयाने त्याच्या वर्तनावर दंड लावला, आणि त्याला सुधारण्याची संधी दिली.	दंड 
शिक्षा	दंड हे त्याच्या अपराधावर आवश्यक तेच ठरवले गेले होते.	दंड 
शिक्षा	न्यायालयातील प्रत्येक दंड न्यायप्रणालीला सुधारण्याच्या उद्देशाने असावा लागतो.	दंड 
शिक्षा	शाळेतील प्रत्येक शिक्षेला दंडाच्या रूपात एक शिस्तीचा भाग मानला जातो.	दंड 
शिक्षा	दंडाच्या कडकतेमुळे त्याचे वर्तन सुधारण्याचे मार्गदर्शन होऊ शकते.	दंड 
शिक्षा	शासनाने दंडाच्या आकारावर विचार करून त्याला योग्य निर्णय दिला.	दंड 
शिक्षा	दंडाच्या वापरामुळे नियमांचे पालन करण्याची प्रवृत्ती निर्माण होते.	दंड 
शिक्षा	प्रत्येक कार्यावर योग्य दंड लावल्याने समाजातील अनुशासन वाढते.	दंड 
शिक्षा	दंडाच्या निर्णयामुळे त्याच्या कामाच्या वर्तनात सुधारणा घडली.	दंड 
शिक्षा	त्याला न्यायालयाने शाळेतील नियमांचे उल्लंघन केल्याबद्दल दंड दिला.	दंड 
शिक्षा	दंडाच्या निर्णयामुळे त्याचे वर्तन सुधारले, आणि तो अधिक उत्तरदायित्व घेतो.	दंड 
शिक्षा	न्यायालयाने त्याला त्याच्या वर्तनावर दंड ठोठवला.	दंड 
शिक्षा	त्याचे वर्तन सुधारण्यासाठी त्याला दिलेल्या दंडाची योग्य शिस्त होती.	दंड 
शिक्षा	दंडाची शिक्षा मिळाल्यावर त्याला खूप पश्चात्ताप झाला.	दंड 
शिक्षा	शाळेतील शिक्षकाने विद्यार्थ्याला दंड दिला.	दंड 
शिक्षा	तीच दंडाची प्रक्रिया तेव्हा लागू केली होती.	दंड 
शिक्षा	त्याला दंड देण्यासाठी एक कठोर निर्णय घेतला गेला.	दंड 
शिक्षा	दंडाच्या अंतर्गत त्याला शिक्षा झाली.	दंड 
शिक्षा	न्यायालयाने त्याला दंड करण्याची शिफारस केली.	दंड 
शिक्षा	दंडाची शिक्षा दिल्यानंतर त्याला सुधारण्यात मदत झाली.	दंड 
शिक्षा	दंडाच्या अंमलबजावणीसाठी अधिकाऱ्यांनी नियमांचे पालन केले.	दंड 
शिक्षा	तो दंड त्या परिस्थितीला अनुरूप होता.	दंड 
शिक्षा	त्याला दंड देऊन त्याच्या वर्तनाची सुधारणा करण्यात आली.	दंड 
शिक्षा	दंडाच्या प्रक्रियेने त्याच्या मनाच्या शांतीची पुनर्स्थापना केली.	दंड 
शिक्षा	समाजाच्या दृष्टीने दंडाची शिक्षा योग्य ठरली.	दंड 
शिक्षा	दंड देणे हे एक प्रकारे शिस्त ठेवण्याचे साधन असते.	दंड 
शिक्षा	न्यायालयात दंडाची शिक्षा कमी केली गेली.	दंड 
शिक्षा	काही ठिकाणी दंड हा एक महत्वाचा नैतिक धडा असतो.	दंड 
शिक्षा	दंडाच्या शिक्षेमुळे त्याला दुरुस्तीच्या मार्गावर चढता आले.	दंड 
शिक्षा	दंड दिल्यानंतर त्याने चुकांची शुद्धता कशी साधली हे शिकले.	दंड 
शिक्षा	दंडासंबंधी निर्णय सर्वप्रथम प्रशासनाने घेतले.	दंड 
शिक्षा	त्याच्या वर्तनावर दंडाची शिक्षा लागू करण्यात आली.	दंड 
शिक्षा	दंडाची शिक्षा घेणाऱ्याला सुधारणा करण्याची संधी दिली जाते.	दंड 
शिक्षा	दंडाच्या अंमलबजावणीमध्ये त्याला सुधारणा घडवण्याचा प्रयत्न केला गेला.	दंड 
शिक्षा	दंड दिल्यानंतर त्याच्या वागणुकीत जास्त नियंत्रण आले.	दंड 
शिक्षा	शाळेतील शिक्षकांनी मुलांना योग्य दंडाची महत्त्व सांगितले.	दंड 
शिक्षा	दंडाची शिक्षा त्याच्या सुधारणा प्रक्रियेचा भाग होती.	दंड 
शिक्षा	दंडाची शिक्षेची पूर्ण अंमलबजावणी करून त्याला सुधारित केले.	दंड 
शिक्षा	दंडाची शिक्षा केल्याने त्याने त्याच्या चुका सुधारल्या.	दंड 
शिक्षा	न्यायालयाने त्याला सुधारणा करण्यासाठी दंड दिला.	दंड 
शिक्षा	दंडाची शिक्षा अंतिम ठरवताना नियमांचा पालन केला गेला.	दंड 
शिक्षा	त्याला दंड दिला आणि त्याच्या वागण्याचा अभ्यास केला गेला.	दंड 
शिक्षा	दंड दिल्यानंतर त्याने समाजासाठी उपयोगी कामे केली.	दंड 
शिक्षा	दंडाची शिक्षा योग्य वेळेस दिली गेली.	दंड 
शिक्षा	दंडासंबंधीचे निर्णय स्वीकृत करण्यात आले.	दंड 
शिक्षा	त्याला दंडाची शिक्षा म्हणून कार्यवाही केली गेली.	दंड 
शिक्षा	दंडाच्या शिक्षेचे पालन कडकपणे केले जाते.	दंड 
शिक्षा	दंडाची शिक्षा जर योग्य पद्धतीने केली तर ती त्याच्या पुनर्वसनात मदत करू शकते.	दंड 
शिक्षा	त्याला दंड देण्याची पद्धत समाजाने तर्कशुद्ध ठरवली.	दंड 
शिक्षा	दंडाच्या प्रक्रियेने त्याला नवे धडे शिकायला मदत केली.	दंड 
शिक्षा	दंडाच्या किमतीनुसार शिक्षा वाढवण्यात आली.	दंड 
शिक्षा	दंडाची प्रक्रिया त्यांच्या नियमांवर आधारित होती.	दंड 
शिक्षा	न्यायालयाने त्याला दंड दिला, ज्यामुळे त्याचे वर्तन सुधारले.	दंड 
शिक्षा	दंडाची शिक्षा देऊन त्याला कुटुंबासमोर आदर्श ठरवला गेला.	दंड 
शिक्षा	दंडाच्या अंतर्गत त्याच्या क्रिया नियमांची विरोधात होती.	दंड 
शिक्षा	दंड दिल्यानंतर त्याने नेहमीच्या मार्गाने वागण्याचा प्रयत्न केला.	दंड 
शिक्षा	शिक्षेची आवश्यकता हे सांगणारा त्याचा दंड दिला गेला.	दंड 
शिक्षा	त्याच्या वर्तनावर आधारित दंडाची शिक्षा वाढवली गेली.	दंड 
शिक्षा	दंडाची शिक्षा त्यांच्या वर्तनाची गोड गोष्ट आहे.	दंड 
शिक्षा	शाळेतील कडक दंडाची शिक्षा मुलांमध्ये सुधारणा घडवून आणते.	दंड 
शिक्षा	दंडाच्या प्रक्रियेत न्यायालयाने मनाच्या शांतीसाठी निर्णय घेतला.	दंड 
शिक्षा	त्याला दंड दिल्यानंतर त्याने आपल्या समाजातील स्थान बदलले.	दंड 
शिक्षा	दंडाने त्याच्या विचारशक्तीला वेगळ्या दिशेने चालवले.	दंड 
शिक्षा	दंडाची प्रक्रिया त्यांच्या पद्धतीनुसार लवकर पार पडली.	दंड 
शिक्षा	त्याला त्याच्या वर्तनासाठी योग्य दंड दिला गेला.	दंड 
शिक्षा	दंड देऊन समाजात प्रगती साधली गेली.	दंड 
शिक्षा	दंड देणे हे एक प्रकारे त्याच्या चुकांची शुध्दी करणे आहे.	दंड 
शिक्षा	न्यायालयाने दिलेला दंड त्याच्या वर्तनावर सुधारणा आणणारा ठरला.	दंड 
शिक्षा	दंडाची शिक्षा घेतल्यावर त्याने त्याच्या वर्तनावर अधिक लक्ष दिले.	दंड 
शिक्षा	दंडाची पद्धत योग्य ठरवली गेली आणि त्याला सुधारण्यासाठी मदत मिळाली.	दंड 
शिक्षा	दंडाची शिक्षा त्याच्या मनाच्या तयारीवर आधारित होती.	दंड 
शिक्षा	दंड देणारी संस्था त्याच्या शिस्तीची परीक्षा घेत होती.	दंड 
